WTA,Location,Tournament,Date,Tier,Court,surface,Round,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL,tourney_date
15,Miami,Miami Open,2025-03-22,WTA1000,Outdoor,Hard,3rd Round,3,Linette M.,Fruhvirtova L.,34.0,215.0,1504.0,331.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.5,1.56,2.61,1.6,2.61,1.54,2.48,,,20250322
15,Miami,Miami Open,2025-03-22,WTA1000,Outdoor,Hard,3rd Round,3,Collins D.,Masarova R.,15.0,168.0,2853.0,420.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.25,4.0,1.31,3.86,1.31,4.0,1.27,3.7,,,20250322
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Zheng Q.,Townsend T.,9.0,90.0,3985.0,772.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.2,4.5,1.23,4.6,1.25,5.0,1.22,4.23,,,20250323
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Badosa P.,Tauson C.,11.0,23.0,3736.0,2114.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.73,2.1,1.72,2.25,1.75,2.25,1.72,2.12,,,20250323
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Svitolina E.,Muchova K.,22.0,14.0,2130.0,2854.0,6.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.91,1.91,1.9,2.0,2.08,2.0,1.89,1.91,,,20250323
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Mertens E.,2.0,28.0,7375.0,1701.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.1,7.0,1.12,7.72,1.12,8.4,1.1,6.93,,,20250323
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Kostyuk M.,Blinkova A.,29.0,85.0,1685.0,807.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.2,1.41,3.16,1.46,3.2,1.37,3.08,,,20250323
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Eala A.,Keys M.,140.0,5.0,524.0,5004.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,9.0,1.07,10.62,1.08,10.62,1.09,8.77,1.06,,,20250323
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Pegula J.,Kalinskaya A.,4.0,33.0,5361.0,1579.0,6.0,7.0,6.0,2.0,7.0,6.0,2.0,1.0,Completed,1.3,3.5,1.29,3.97,1.31,3.97,1.28,3.65,,,20250323
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Raducanu E.,Kessler M.,60.0,48.0,1007.0,1215.0,6.0,1.0,3.0,0.0,,,1.0,0.0,Retired,1.91,1.91,1.96,1.94,1.96,2.15,1.85,1.94,,,20250323
15,Miami,Miami Open,2025-03-23,WTA1000,Outdoor,Hard,3rd Round,3,Anisimova A.,Andreeva M.,17.0,6.0,2335.0,4710.0,7.0,6.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,3.75,1.29,3.7,1.33,3.75,1.35,3.5,1.3,,,20250323
15,Miami,Miami Open,2025-03-24,WTA1000,Outdoor,Hard,4th Round,3,Paolini J.,Osaka N.,7.0,61.0,4518.0,994.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,2.3,1.62,2.38,1.65,2.38,1.65,2.3,1.61,,,20250324
15,Miami,Miami Open,2025-03-24,WTA1000,Outdoor,Hard,4th Round,3,Zheng Q.,Krueger A.,9.0,40.0,3985.0,1351.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.53,2.5,1.51,2.76,1.54,2.76,1.51,2.56,,,20250324
15,Miami,Miami Open,2025-03-24,WTA1000,Outdoor,Hard,4th Round,3,Sabalenka A.,Collins D.,1.0,15.0,9606.0,2853.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.17,5.0,1.19,5.49,1.2,5.49,1.19,4.68,,,20250324
15,Miami,Miami Open,2025-03-24,WTA1000,Outdoor,Hard,4th Round,3,Raducanu E.,Anisimova A.,60.0,17.0,1007.0,2335.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,2.3,1.62,2.36,1.67,2.45,1.72,2.26,1.62,,,20250324
15,Miami,Miami Open,2025-03-24,WTA1000,Outdoor,Hard,4th Round,3,Linette M.,Gauff C.,34.0,3.0,1504.0,6063.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,7.0,1.1,6.42,1.15,7.0,1.15,6.07,1.12,,,20250324
15,Miami,Miami Open,2025-03-24,WTA1000,Outdoor,Hard,4th Round,3,Pegula J.,Kostyuk M.,4.0,29.0,5361.0,1685.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.63,1.59,2.53,1.62,2.75,1.52,2.52,,,20250324
15,Miami,Miami Open,2025-03-25,WTA1000,Outdoor,Hard,4th Round,3,Eala A.,Badosa P.,140.0,11.0,524.0,3736.0,,,,,,,,,Walkover,3.0,1.4,2.75,1.51,3.2,1.51,2.87,1.42,,,20250325
15,Miami,Miami Open,2025-03-25,WTA1000,Outdoor,Hard,4th Round,3,Swiatek I.,Svitolina E.,2.0,22.0,7375.0,2130.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.25,4.0,1.3,3.89,1.3,4.0,1.27,3.71,,,20250325
15,Miami,Miami Open,2025-03-25,WTA1000,Outdoor,Hard,Quarterfinals,3,Paolini J.,Linette M.,7.0,34.0,4518.0,1504.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.38,1.58,2.54,1.61,2.54,1.58,2.38,,,20250325
15,Miami,Miami Open,2025-03-26,WTA1000,Outdoor,Hard,Quarterfinals,3,Sabalenka A.,Zheng Q.,1.0,9.0,9606.0,3985.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.29,3.75,1.26,4.29,1.31,4.29,1.27,3.75,,,20250326
15,Miami,Miami Open,2025-03-26,WTA1000,Outdoor,Hard,Quarterfinals,3,Eala A.,Swiatek I.,140.0,2.0,524.0,7375.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,10.0,1.06,9.38,1.08,10.0,1.12,8.47,1.07,,,20250326
15,Miami,Miami Open,2025-03-27,WTA1000,Outdoor,Hard,Quarterfinals,3,Pegula J.,Raducanu E.,4.0,60.0,5361.0,1007.0,6.0,4.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.44,2.75,1.49,2.84,1.5,2.84,1.46,2.72,,,20250327
15,Miami,Miami Open,2025-03-27,WTA1000,Outdoor,Hard,Semifinals,3,Sabalenka A.,Paolini J.,1.0,7.0,9606.0,4518.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.21,4.86,1.21,5.0,1.18,4.76,,,20250327
15,Miami,Miami Open,2025-03-28,WTA1000,Outdoor,Hard,Semifinals,3,Pegula J.,Eala A.,4.0,140.0,5361.0,524.0,7.0,6.0,5.0,7.0,6.0,3.0,2.0,1.0,Completed,1.25,4.0,1.27,4.09,1.3,4.19,1.26,3.8,,,20250328
15,Miami,Miami Open,2025-03-29,WTA1000,Outdoor,Hard,The Final,3,Sabalenka A.,Pegula J.,1.0,4.0,9606.0,5361.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.25,4.0,1.26,4.28,1.28,4.28,1.25,3.94,,,20250329
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Chang H.,Lepchenko V.,194.0,122.0,373.0,599.0,4.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,3.5,1.3,3.65,1.32,3.65,1.34,3.47,1.3,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Maria T.,Paquet C.,82.0,120.0,825.0,615.0,6.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.67,2.2,1.74,2.19,1.74,2.34,1.68,2.17,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Janicijevic S.,Sorribes Tormo S.,178.0,86.0,395.0,804.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,5.0,1.17,5.48,1.18,5.5,1.2,5.12,1.16,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Osorio M.,Higuita Barraza M.,54.0,1080.0,1078.0,13.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.0,51.0,1.0,69.69,1.01,69.69,1.0,27.02,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Kawa K.,Mediorreal A.V.,223.0,800.0,325.0,35.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.05,11.0,1.04,16.13,1.05,16.13,1.03,11.47,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Tig P.M.,Arango E.,243.0,84.0,297.0,811.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.44,,,2.77,1.45,2.72,1.42,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Pigossi L.,Siegemund L.,180.0,88.0,393.0,801.0,4.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,4.0,1.25,4.16,1.26,4.35,1.26,4.02,1.23,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Serban R.,Parrizas Diaz N.,204.0,111.0,354.0,656.0,2.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,2.1,1.73,2.0,1.88,2.24,1.88,2.11,1.71,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Bouzkova M.,Krunic A.,51.0,290.0,1142.0,235.0,6.0,0.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.36,3.2,1.35,3.43,1.36,3.55,1.33,3.25,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Jovic I.,Parks A.,150.0,55.0,499.0,1061.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.8,2.0,1.95,1.92,1.95,2.05,1.86,1.91,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Boskovic L.,Bara I.,225.0,242.0,319.0,298.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.73,2.11,1.78,2.15,1.8,2.07,1.74,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Pareja J.,Sanchez Uribe M.J.,550.0,1259.0,83.0,7.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.03,17.0,1.01,32.96,1.03,32.96,1.01,17.08,,,20250401
16,Bogota,Copa Colsanitas,2025-04-01,WTA250,Outdoor,Clay,1st Round,3,Bektas E.,Torres Murcia M.C.,186.0,866.0,382.0,28.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.08,8.0,1.05,13.34,1.09,13.34,1.05,9.97,,,20250401
16,Bogota,Copa Colsanitas,2025-04-02,WTA250,Outdoor,Clay,1st Round,3,Jeanjean L.,Von Deichmann K.,116.0,158.0,632.0,467.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.4,3.0,1.43,3.01,1.43,3.2,1.39,2.96,,,20250402
16,Bogota,Copa Colsanitas,2025-04-02,WTA250,Outdoor,Clay,1st Round,3,Bucsa C.,Kung L.,93.0,206.0,772.0,353.0,6.0,1.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.2,4.5,1.26,4.17,1.26,5.0,1.2,4.35,,,20250402
16,Bogota,Copa Colsanitas,2025-04-02,WTA250,Outdoor,Clay,1st Round,3,Riera J.,Jones F.,157.0,129.0,469.0,582.0,6.0,2.0,5.0,7.0,5.0,3.0,1.0,1.0,Retired,3.0,1.4,3.08,1.41,3.2,1.41,2.94,1.39,,,20250402
16,Bogota,Copa Colsanitas,2025-04-02,WTA250,Outdoor,Clay,2nd Round,3,Kawa K.,Pigossi L.,223.0,180.0,325.0,393.0,1.0,6.0,7.0,6.0,6.0,3.0,2.0,1.0,Completed,1.91,1.91,1.91,1.96,1.91,2.0,1.86,1.93,,,20250402
16,Bogota,Copa Colsanitas,2025-04-02,WTA250,Outdoor,Clay,2nd Round,3,Bouzkova M.,Serban R.,51.0,204.0,1142.0,354.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.5,1.23,4.46,1.23,4.51,1.21,4.34,,,20250402
16,Bogota,Copa Colsanitas,2025-04-02,WTA250,Outdoor,Clay,2nd Round,3,Pareja J.,Tig P.M.,550.0,243.0,83.0,297.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,,,2.0,1.85,2.15,1.85,2.06,1.75,,,20250402
16,Bogota,Copa Colsanitas,2025-04-03,WTA250,Outdoor,Clay,2nd Round,3,Jeanjean L.,Janicijevic S.,116.0,178.0,632.0,395.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.29,3.75,1.31,3.7,1.33,4.25,1.28,3.61,,,20250403
16,Bogota,Copa Colsanitas,2025-04-03,WTA250,Outdoor,Clay,2nd Round,3,Osorio M.,Bektas E.,54.0,186.0,1078.0,382.0,1.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.1,7.0,1.07,10.78,1.1,10.78,1.09,7.64,,,20250403
16,Bogota,Copa Colsanitas,2025-04-03,WTA250,Outdoor,Clay,2nd Round,3,Maria T.,Chang H.,82.0,194.0,825.0,373.0,6.0,0.0,7.0,6.0,,,2.0,0.0,Completed,1.36,3.2,1.44,2.96,1.44,3.2,1.4,2.97,,,20250403
16,Bogota,Copa Colsanitas,2025-04-03,WTA250,Outdoor,Clay,2nd Round,3,Boskovic L.,Bucsa C.,225.0,93.0,319.0,772.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,3.75,1.29,3.78,1.3,3.78,1.3,3.61,1.29,,,20250403
16,Bogota,Copa Colsanitas,2025-04-04,WTA250,Outdoor,Clay,2nd Round,3,Riera J.,Jovic I.,157.0,150.0,469.0,499.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.44,2.57,1.55,2.75,1.59,2.59,1.49,,,20250404
16,Bogota,Copa Colsanitas,2025-04-04,WTA250,Outdoor,Clay,Quarterfinals,3,Osorio M.,Maria T.,54.0,82.0,1078.0,825.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.4,3.0,1.38,3.23,1.4,3.23,1.37,3.06,,,20250404
16,Bogota,Copa Colsanitas,2025-04-04,WTA250,Outdoor,Clay,Quarterfinals,3,Riera J.,Boskovic L.,157.0,225.0,469.0,319.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,1.5,2.63,1.54,2.61,1.54,2.63,1.5,2.58,,,20250404
16,Bogota,Copa Colsanitas,2025-04-04,WTA250,Outdoor,Clay,Quarterfinals,3,Kawa K.,Bouzkova M.,223.0,51.0,325.0,1142.0,5.0,7.0,6.0,1.0,7.0,5.0,2.0,1.0,Completed,4.33,1.22,3.31,1.3,5.0,1.3,4.32,1.21,,,20250404
16,Bogota,Copa Colsanitas,2025-04-05,WTA250,Outdoor,Clay,Quarterfinals,3,Pareja J.,Jeanjean L.,550.0,116.0,83.0,632.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,2.3,1.62,2.37,1.66,2.45,1.67,2.28,1.64,,,20250405
16,Bogota,Copa Colsanitas,2025-04-05,WTA250,Outdoor,Clay,Semifinals,3,Osorio M.,Riera J.,54.0,157.0,1078.0,469.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.36,3.2,1.4,2.89,1.4,3.3,1.35,3.16,,,20250405
16,Bogota,Copa Colsanitas,2025-04-06,WTA250,Outdoor,Clay,Semifinals,3,Kawa K.,Pareja J.,223.0,550.0,325.0,83.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.8,1.91,1.88,2.1,1.88,2.01,1.79,,,20250406
16,Bogota,Copa Colsanitas,2025-04-06,WTA250,Outdoor,Clay,The Final,3,Osorio M.,Kawa K.,54.0,223.0,1078.0,325.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.33,1.24,4.48,1.25,4.87,1.22,4.29,,,20250406
17,Charleston,Charleston Open,2025-03-31,WTA500,Outdoor,Clay,1st Round,3,Montgomery R.,Tomova V.,105.0,65.0,694.0,981.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.67,2.26,1.69,2.26,1.7,2.18,1.66,,,20250331
17,Charleston,Charleston Open,2025-03-31,WTA500,Outdoor,Clay,1st Round,3,Gracheva V.,Dart H.,66.0,109.0,970.0,669.0,6.0,1.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,1.33,3.4,1.32,3.6,1.33,3.6,1.31,3.42,,,20250331
17,Charleston,Charleston Open,2025-03-31,WTA500,Outdoor,Clay,1st Round,3,Dolehide C.,Cocciaretto E.,73.0,85.0,900.0,804.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.8,2.0,1.81,2.08,1.84,2.08,1.8,1.99,,,20250331
17,Charleston,Charleston Open,2025-03-31,WTA500,Outdoor,Clay,1st Round,3,McNally C.,Kalinina A.,397.0,68.0,149.0,962.0,4.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.73,2.1,1.7,2.24,1.8,2.24,1.73,2.1,,,20250331
17,Charleston,Charleston Open,2025-03-31,WTA500,Outdoor,Clay,1st Round,3,Volynets K.,Sebov K.,78.0,332.0,863.0,198.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.2,4.5,1.24,4.46,1.24,5.0,1.2,4.46,,,20250331
17,Charleston,Charleston Open,2025-03-31,WTA500,Outdoor,Clay,1st Round,3,Kudermetova P.,Begu I.,59.0,76.0,1037.0,880.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,3.0,1.4,3.01,1.43,3.2,1.45,3.0,1.38,,,20250331
17,Charleston,Charleston Open,2025-03-31,WTA500,Outdoor,Clay,1st Round,3,Kudermetova V.,Mateas M.,52.0,230.0,1131.0,309.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.11,6.5,1.1,8.46,1.12,8.46,1.1,6.82,,,20250331
17,Charleston,Charleston Open,2025-03-31,WTA500,Outdoor,Clay,1st Round,3,Tomljanovic A.,Okamura K.,87.0,183.0,802.0,388.0,3.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.22,4.33,1.21,4.85,1.23,4.85,1.21,4.38,,,20250331
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,1st Round,3,Sakkari M.,Stakusic M.,64.0,126.0,984.0,588.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.2,5.02,1.21,5.02,1.18,4.77,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,1st Round,3,Shymanovich I.,Watson H.,215.0,182.0,340.0,388.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.73,2.1,1.71,2.22,1.75,2.27,1.7,2.14,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,1st Round,3,Davis L.,Loeb J.,211.0,542.0,345.0,86.0,3.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,1.22,4.33,1.23,4.5,1.23,4.6,1.21,4.3,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,1st Round,3,Kenin S.,Pera B.,44.0,80.0,1263.0,857.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.5,1.67,2.31,1.67,2.5,1.6,2.31,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,1st Round,3,Li A.,Blinkova A.,67.0,79.0,967.0,862.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.8,2.0,1.74,2.18,1.8,2.18,1.73,2.08,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,1st Round,3,Chirico L.,Andreeva E.,167.0,98.0,435.0,742.0,6.0,4.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,2.38,1.57,2.37,1.63,2.45,1.63,2.36,1.57,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,1st Round,3,Baptiste H.,Gadecki O.,90.0,100.0,778.0,733.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.29,3.75,1.28,3.94,1.3,3.94,1.28,3.65,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,1st Round,3,Zhang S.,Bronzetti L.,176.0,60.0,401.0,1018.0,7.0,5.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,3.5,1.3,3.63,1.32,3.63,1.32,3.47,1.3,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,2nd Round,3,Keys M.,Dolehide C.,5.0,73.0,4949.0,900.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.17,5.0,1.21,4.9,1.21,5.4,1.18,4.79,,,20250401
17,Charleston,Charleston Open,2025-04-01,WTA500,Outdoor,Clay,2nd Round,3,Collins D.,Montgomery R.,22.0,105.0,1973.0,694.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.25,4.0,1.27,4.06,1.3,4.09,1.25,3.9,,,20250401
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Anisimova A.,Kudermetova V.,16.0,52.0,2454.0,1131.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.63,1.5,2.76,1.5,2.8,1.47,2.65,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Shnaider D.,Kudermetova P.,14.0,59.0,2913.0,1037.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.4,3.0,1.4,2.9,1.4,3.32,1.35,3.16,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Kalinskaya A.,McNally C.,33.0,397.0,1524.0,149.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.8,2.0,1.88,1.98,1.89,2.0,1.83,1.96,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Kasatkina D.,Davis L.,12.0,211.0,3006.0,345.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.17,5.0,1.17,5.65,1.17,5.65,1.16,5.19,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Ostapenko J.,Chirico L.,25.0,167.0,1787.0,435.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.17,5.54,1.18,5.54,1.16,5.13,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Navarro E.,Baptiste H.,11.0,90.0,3749.0,778.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.5,1.32,3.63,1.33,3.75,1.3,3.46,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Alexandrova E.,Li A.,26.0,67.0,1778.0,967.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.73,2.1,1.78,2.12,1.78,2.24,1.73,2.1,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Putintseva Y.,Zhang S.,23.0,176.0,1823.0,401.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.14,5.5,1.15,6.22,1.16,6.9,1.14,5.67,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Kenin S.,Bencic B.,44.0,41.0,1263.0,1278.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,2.63,1.5,2.91,1.48,2.91,1.5,2.7,1.46,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Pegula J.,Shymanovich I.,4.0,215.0,5796.0,340.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.06,10.0,1.06,12.47,1.07,12.47,1.05,9.94,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Tomljanovic A.,Stearns P.,87.0,43.0,802.0,1266.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.44,2.67,1.52,2.75,1.53,2.65,1.48,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Krueger A.,Volynets K.,34.0,78.0,1461.0,863.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.73,2.1,1.83,2.05,1.85,2.1,1.78,2.02,,,20250402
17,Charleston,Charleston Open,2025-04-02,WTA500,Outdoor,Clay,2nd Round,3,Zheng Q.,Sakkari M.,8.0,64.0,4135.0,984.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.29,3.75,1.29,3.85,1.35,3.9,1.27,3.69,,,20250402
17,Charleston,Charleston Open,2025-04-03,WTA500,Outdoor,Clay,2nd Round,3,Mertens E.,Gracheva V.,28.0,66.0,1756.0,970.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.75,1.48,2.8,1.53,3.2,1.47,2.67,,,20250403
17,Charleston,Charleston Open,2025-04-03,WTA500,Outdoor,Clay,3rd Round,3,Anisimova A.,Putintseva Y.,16.0,23.0,2454.0,1823.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,1.46,2.87,1.46,2.95,1.42,2.82,,,20250403
17,Charleston,Charleston Open,2025-04-03,WTA500,Outdoor,Clay,3rd Round,3,Alexandrova E.,Shnaider D.,26.0,14.0,1778.0,2913.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,2.1,1.73,2.21,1.72,2.25,1.74,2.16,1.69,,,20250403
17,Charleston,Charleston Open,2025-04-03,WTA500,Outdoor,Clay,3rd Round,3,Navarro E.,Krueger A.,11.0,34.0,3749.0,1461.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.44,2.75,1.45,2.89,1.55,2.89,1.43,2.77,,,20250403
17,Charleston,Charleston Open,2025-04-03,WTA500,Outdoor,Clay,3rd Round,3,Collins D.,Ostapenko J.,22.0,25.0,1973.0,1787.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.62,2.3,1.56,2.56,1.64,2.56,1.58,2.39,,,20250403
17,Charleston,Charleston Open,2025-04-03,WTA500,Outdoor,Clay,3rd Round,3,Pegula J.,Tomljanovic A.,4.0,87.0,5796.0,802.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.13,6.0,1.16,5.78,1.17,6.0,1.15,5.38,,,20250403
